timestamp,compression_number,z_value,esp_id,imu_number,ax,ay,az,gx,gy,gz
1772551335.391608,1,0.0,63493,4,-0.105345,0.320823,-11.597513,-0.025714,-0.006129,-0.003997
1772551335.4255936,1,0.0,63522,1,0.962469,0.311246,-11.592725,-0.000266,-0.004397,-0.031576
1772551335.4346015,1,0.0,63522,2,1.197101,-0.181959,-11.305421,-0.012657,0.011325,-0.033841
1772551335.4399347,1,0.0,63522,3,-0.167594,-0.076614,-11.702858,-0.044899,-0.006262,-0.019185
1772551335.445823,1,0.0,63522,4,-0.100556,0.344765,-11.63582,-0.026513,-0.006395,-0.003997
1772551335.4512928,1,0.0,63551,1,0.967257,0.292093,-11.563994,0.000533,-0.003464,-0.031309
1772551335.4563096,1,0.0,63551,2,1.187524,-0.177171,-11.295844,-0.012524,0.011191,-0.034107
1772551335.4615011,1,0.0,63551,3,-0.201113,-0.100556,-11.707646,-0.044899,-0.005995,-0.020118
1772551335.4666421,1,0.0,63551,4,-0.114922,0.344765,-11.60709,-0.02638,-0.006795,-0.003331
1772551335.4718146,1,0.0,63580,1,0.952892,0.306458,-11.559206,0.000266,-0.003997,-0.031576
1772551335.4767702,1,0.0,63580,2,1.197101,-0.158017,-11.295844,-0.012923,0.010525,-0.033841
1772551335.4819376,1,0.0,63580,3,-0.177171,-0.057461,-11.659762,-0.044632,-0.006262,-0.019718
1772551335.4870708,1,0.0,63580,4,-0.890643,0.383072,-11.324574,-0.007328,-0.039703,0.000666
1772551335.4924552,1,0.0,63609,1,-1.144428,0.565032,-10.860099,0.024914,0.014655,-0.059288
1772551335.5000596,1,0.0,63609,2,0.086191,0.167594,-10.85531,-0.037704,0.055025,-0.057689
1772551335.5051527,1,0.0,63609,3,-0.47884,0.296881,-12.282255,-0.024248,0.062619,-0.045299
1772551335.5132365,1,0.0,63609,4,-0.78051,0.153229,-11.123461,0.011991,-0.054358,0.02225
1772551335.5184839,1,0.0,63638,1,-0.177171,0.282516,-11.415554,-0.032642,0.01772,-0.086067
1772551335.5269172,1,0.0,63638,2,0.407014,-0.383072,-11.678916,0.007061,0.030243,-0.079273
1772551335.5325556,1,0.0,63638,3,-0.924162,0.402226,-11.93749,-0.11298,0.019585,-0.046631
1772551335.5433993,1,0.0,63638,4,-0.933739,0.220267,-12.023681,-0.056623,-0.029711,0.027579
1772551335.5520334,1,0.0,63667,1,0.311246,-0.129287,-11.693281,0.015188,0.011458,-0.072478
1772551335.5570657,1,0.0,63667,2,1.23062,-0.746991,-11.382035,0.003997,0.020251,-0.052227
1772551335.562942,1,0.0,63667,3,-0.081403,0.167594,-11.511322,-0.033308,-0.034507,-0.014522
1772551335.5681055,1,0.0,63667,4,0.555455,0.0,-11.57836,-0.052893,0.009859,-0.006395
1772551335.574097,1,0.0,63696,1,-0.02873,0.124498,-11.085154,0.053026,0.003064,-0.037838
1772551335.579257,1,0.0,63696,2,0.718261,-0.23942,-10.869676,-0.006262,0.011991,-0.025847
1772551335.5852163,1,0.0,63696,3,-0.536301,0.158017,-11.769896,-0.040902,-0.008793,-0.004796
1772551335.590387,1,0.0,63696,4,0.033519,0.201113,-11.228806,-0.016787,-0.005329,-0.006528
1772551335.5985677,1,0.0,63725,1,1.04866,0.339977,-11.650186,0.001332,-0.006662,-0.025447
1772551335.6056664,1,0.0,63725,2,1.292869,-0.004788,-11.348516,-0.024248,0.02225,-0.029844
1772551335.6110384,1,0.0,63725,3,-0.100556,-0.004788,-11.779472,-0.047297,0.003064,-0.019185
1772551335.6178725,1,0.0,63725,4,-0.574608,0.454898,-11.51611,-0.016121,-0.018919,-0.003331
