compression_number,z_value,ms,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4
1,95.0,1500307,1.005565,0.134075,-11.57836,0.000666,-0.005196,-0.031842,0.885855,-0.134075,-11.358093,-0.012391,0.011058,-0.033841,0.258574,0.143652,-11.736377,-0.045299,-0.005729,-0.018919,0.023942,0.124498,-11.659762,-0.026513,-0.006528,-0.004263
1,95.0,1500376,0.962469,0.153229,-11.57836,0.001199,-0.004397,-0.03091,0.837971,-0.114922,-11.348516,-0.012923,0.009593,-0.033041,0.23942,0.138864,-11.707646,-0.045032,-0.005729,-0.019052,0.0,0.11971,-11.659762,-0.026247,-0.007061,-0.00413
1,95.0,1500445,0.976834,0.134075,-11.583148,0.000933,-0.003997,-0.032775,0.823605,-0.114922,-11.329363,-0.011458,0.011191,-0.033308,0.215478,0.138864,-11.683704,-0.044899,-0.005596,-0.018919,-0.014365,0.114922,-11.683704,-0.025847,-0.006395,-0.003997
1,95.0,1500514,1.000776,0.134075,-11.559206,0.001066,-0.006129,-0.031842,0.866701,-0.11971,-11.33894,-0.011991,0.010259,-0.034773,0.23942,0.114922,-11.760319,-0.044766,-0.006129,-0.019851,0.004788,0.11971,-11.645397,-0.025847,-0.006395,-0.004397
1,95.0,1500583,0.995988,0.134075,-11.568783,0.000666,-0.00373,-0.032375,0.890643,-0.129287,-11.343728,-0.013057,0.011858,-0.032642,0.234632,0.105345,-11.688493,-0.044766,-0.005596,-0.019718,0.004788,0.129287,-11.650186,-0.02598,-0.006928,-0.003064
1,95.0,1500652,0.981623,0.129287,-11.583148,0.000133,-0.00413,-0.032242,0.823605,-0.11971,-11.329363,-0.012257,0.012257,-0.033441,0.225055,0.124498,-11.712435,-0.044366,-0.006129,-0.020384,-0.019154,0.143652,-11.659762,-0.026913,-0.006928,-0.003064
1,95.0,1500721,0.981623,0.138864,-11.549629,0.000533,-0.004796,-0.031309,0.861913,-0.129287,-11.324574,-0.011591,0.012124,-0.034107,0.244209,0.134075,-11.683704,-0.044233,-0.006528,-0.019185,-0.014365,0.129287,-11.631032,-0.026913,-0.005729,-0.004397
1,95.0,1500790,1.024718,0.129287,-11.559206,0.0004,-0.004796,-0.032375,0.876278,-0.129287,-11.329363,-0.012524,0.011591,-0.033308,0.258574,0.148441,-11.702858,-0.045032,-0.005995,-0.019718,0.014365,0.138864,-11.63582,-0.026513,-0.006395,-0.004263
1,95.0,1500859,0.986411,0.143652,-11.597513,0.000933,-0.003997,-0.031176,0.881066,-0.129287,-11.348516,-0.01319,0.010792,-0.032642,0.244209,0.129287,-11.702858,-0.045032,-0.005063,-0.018786,0.014365,0.114922,-11.683704,-0.027579,-0.005596,-0.00493
1,95.0,1500928,0.976834,0.114922,-11.57836,0.001066,-0.00453,-0.032109,0.842759,-0.129287,-11.324574,-0.011991,0.010925,-0.033574,0.23942,0.138864,-11.736377,-0.044233,-0.005596,-0.020651,-0.009577,0.138864,-11.640609,-0.027179,-0.006129,-0.00453
1,95.0,1500997,1.005565,0.124498,-11.587936,0.000666,-0.004663,-0.032642,0.857124,-0.114922,-11.343728,-0.012657,0.011191,-0.033441,0.253785,0.124498,-11.736377,-0.044499,-0.006262,-0.018919,-0.014365,0.129287,-11.631032,-0.027179,-0.005995,-0.003864
1,95.0,1501066,0.986411,0.148441,-11.563994,0.000533,-0.003997,-0.031309,0.890643,-0.110133,-11.329363,-0.012257,0.011325,-0.03424,0.263362,0.134075,-11.741165,-0.045299,-0.005862,-0.018519,0.009577,0.143652,-11.645397,-0.026113,-0.006795,-0.004263
1,95.0,1501135,0.981623,0.143652,-11.592725,0.000266,-0.005329,-0.032242,0.876278,-0.110133,-11.348516,-0.012124,0.011058,-0.033708,0.234632,0.114922,-11.707646,-0.044366,-0.005462,-0.019985,0.009577,0.129287,-11.631032,-0.026513,-0.006129,-0.00413
1,95.0,1501204,0.981623,0.138864,-11.57836,0.000533,-0.004397,-0.031176,0.852336,-0.138864,-11.334151,-0.011325,0.011058,-0.033175,0.258574,0.124498,-11.69807,-0.044766,-0.005729,-0.019718,-0.014365,0.134075,-11.626244,-0.026779,-0.005596,-0.003997
1,95.0,1501273,0.976834,0.138864,-11.57836,0.000133,-0.004796,-0.032242,0.885855,-0.114922,-11.343728,-0.011858,0.011458,-0.033308,0.263362,0.129287,-11.736377,-0.044366,-0.005329,-0.020118,0.014365,0.134075,-11.626244,-0.026646,-0.007061,-0.004397
1,95.0,1501342,0.995988,0.138864,-11.57836,0.0004,-0.005063,-0.031309,0.876278,-0.124498,-11.358093,-0.011191,0.012657,-0.033574,0.215478,0.134075,-11.707646,-0.044632,-0.005995,-0.019851,0.014365,0.143652,-11.640609,-0.02638,-0.006795,-0.004397
1,95.0,1501411,1.01993,0.134075,-11.420342,0.005729,-0.015855,-0.031576,0.967257,-0.105345,-11.166556,-0.015322,0.008793,-0.032375,0.325611,0.100556,-11.429919,-0.0433,-0.010658,-0.019452,0.081403,0.076614,-11.420342,-0.03091,-0.010259,-0.004663
1,94.5,1501480,1.556231,0.076614,-11.075577,-0.055691,-0.010126,-0.036505,1.240196,-0.186748,-12.109872,0.023049,0.008127,-0.034107,0.45011,0.095768,-12.828133,-0.010925,-0.028112,-0.023582,-0.023942,0.129287,-13.125013,-0.037305,-0.019185,-0.004397
1,94.5,1501549,1.043872,0.052672,-11.501745,0.005596,-0.007061,-0.028911,0.847547,-0.181959,-11.353305,-0.009992,0.009193,-0.031043,0.158017,0.023942,-11.832145,-0.035972,-0.007994,-0.018253,0.014365,0.052672,-11.717223,-0.035173,-0.011191,-0.004263
1,94.5,1501618,0.430956,0.191536,-11.789049,0.058222,-0.032242,-0.029178,0.349553,-0.009577,-10.572795,-0.070479,-0.017054,-0.031975,-0.21069,0.201113,-10.7356,-0.091397,0.051694,-0.018119,-0.244209,0.225055,-10.505757,-0.003597,0.058355,-0.003464
1,94.0,1501687,0.794875,0.110133,-11.520899,-0.006395,0.00826,-0.032109,0.703895,-0.067038,-11.583148,-0.002931,0.021317,-0.033974,0.215478,0.181959,-11.918336,-0.046364,-0.014522,-0.018119,0.057461,0.21069,-12.071565,-0.024914,-0.013723,-0.005596
1,94.0,1501756,1.326388,0.02873,-12.837709,-0.027579,-0.00493,-0.037571,0.948104,-0.177171,-11.899182,-0.001865,-0.030377,-0.035306,0.023942,0.287304,-12.330139,-0.051694,0.035706,-0.022783,-0.402226,0.272939,-12.124237,-0.005329,0.048629,-0.002398
1,93.5,1501825,0.938527,0.052672,-11.33894,0.011724,-0.00826,-0.029044,0.703895,-0.201113,-11.104307,-0.016787,0.011591,-0.032642,0.057461,0.081403,-11.60709,-0.040636,-0.012657,-0.019452,-0.110133,0.129287,-11.48738,-0.03424,-0.016787,-0.003597
1,93.5,1501894,1.326388,0.172383,-9.888053,-0.041435,-0.001066,-0.033441,1.264138,-0.105345,-11.391612,0.040103,0.082603,-0.034907,0.751779,-0.023942,-12.239159,0.004397,-0.096726,-0.02145,0.430956,-0.019154,-12.641385,-0.071279,-0.13896,-0.007727
1,93.0,1501963,1.039083,0.196325,-11.956643,0.001466,-0.010259,-0.033708,0.962469,-0.076614,-11.329363,-0.021184,-0.003464,-0.032375,0.268151,0.11971,-11.549629,-0.049695,0.00906,-0.020384,0.033519,0.134075,-11.109096,-0.020384,0.010525,-0.003864
1,93.0,1502032,0.565032,0.215478,-9.964667,0.058755,-0.012391,-0.027046,0.651223,-0.062249,-10.242394,-0.03464,0.057689,-0.033441,0.488417,-0.02873,-10.793061,-0.031842,-0.074077,-0.015988,0.306458,0.014365,-11.099519,-0.054092,-0.068481,-0.007194
1,92.5,1502101,0.833182,0.215478,-11.544841,-0.002398,-0.000799,-0.033441,0.857124,-0.052672,-11.386824,-0.009992,0.020384,-0.033175,0.497994,0.177171,-11.851298,-0.042634,-0.00373,-0.018386,0.244209,0.095768,-11.779472,-0.029311,-0.006795,-0.00413
1,92.5,1502170,0.531513,0.134075,-12.35887,0.032242,-0.049962,-0.03051,0.378284,0.009577,-10.500969,-0.081271,-0.063685,-0.03464,-0.21069,0.201113,-10.175357,-0.107651,0.067815,-0.020118,-0.086191,0.162806,-10.084377,0.000799,0.066882,-0.001998
1,92.0,1502239,0.732626,0.076614,-11.257536,0.013856,-0.018652,-0.030776,0.823605,-0.071826,-11.180922,-0.009726,0.027046,-0.033041,0.368707,0.134075,-11.626244,-0.039436,-0.015588,-0.018519,0.272939,0.134075,-11.841722,-0.037305,-0.035839,-0.005995
1,92.0,1502308,0.565032,0.153229,-13.704411,-0.010925,0.018786,-0.03544,0.138864,0.138864,-10.433931,-0.090997,-0.062219,-0.037172,-0.47884,0.512359,-10.67814,-0.118975,0.088066,-0.02225,-0.474052,0.397437,-9.677363,0.042368,0.129368,-0.006262
1,91.5,1502377,0.814029,0.105345,-11.291056,-0.028645,-0.067948,-0.020118,0.636858,-0.158017,-11.233594,0.017187,-0.098858,-0.023049,-0.167594,-0.828394,-12.545617,0.273124,-0.171202,-0.062619,0.138864,0.3304,-11.841722,-0.070346,-0.011991,0.009593
1,91.5,1502446,0.837971,0.143652,-13.761871,-0.03091,0.053026,-0.053692,0.349553,-0.129287,-12.124237,-0.0437,0.06102,-0.030776,-0.186748,-0.818817,-11.918336,0.488159,0.455784,0.019185,-0.790087,0.474052,-10.577583,-0.142957,0.146421,-0.032642
1,91.0,1502515,0.670376,0.134075,-11.439496,-0.007061,-0.031176,-0.041701,0.531513,-0.105345,-10.903194,-0.042234,0.015055,-0.025447,0.215478,-1.173159,-11.832145,0.4346,0.402358,-0.00906,-0.153229,0.493206,-11.492168,-0.165606,0.020118,-0.016787
1,91.0,1502584,1.403002,0.100556,-11.899182,-0.020518,0.008527,-0.036106,1.053449,-0.124498,-12.397177,0.01279,0.011591,-0.026513,0.703895,-1.594538,-11.913548,0.281917,-0.029444,0.002931,-0.047884,0.545878,-12.459426,-0.14309,-0.00493,-0.016387
1,90.5,1502653,0.957681,0.244209,-11.540052,-0.049162,-0.058089,-0.025847,0.766145,-0.057461,-11.348516,0.028911,-0.098191,-0.017587,0.42138,-1.651999,-11.57836,0.233954,-0.352796,-0.003864,0.004788,0.536301,-11.511322,-0.10059,-0.041968,0.002931
1,90.5,1502722,0.905008,0.067038,-10.864887,-0.010792,-0.040502,-0.027845,0.80924,-0.215478,-11.219229,0.000266,-0.015188,-0.026646,0.052672,-1.92015,-11.36767,0.105652,-0.324018,-0.001599,-0.062249,0.426168,-12.464214,-0.081005,-0.096859,-0.001066
1,90.0,1502791,0.914585,0.272939,-11.87524,0.00453,0.029844,-0.041835,0.656011,0.009577,-11.899182,-0.024914,0.075809,-0.042634,-0.067038,-1.795651,-11.784261,-0.161343,-0.126436,0.021583,-0.196325,0.751779,-11.856087,-0.02225,0.017054,-0.01772
1,90.0,1502860,1.187524,0.167594,-10.496181,0.047564,0.033974,-0.016121,1.273715,-0.186748,-10.94629,0.009593,0.031043,-0.042767,0.335188,-1.642422,-11.051635,-0.477368,-0.088599,-0.022383,0.339977,0.335188,-12.306197,0.113113,-0.045698,0.024515
1,89.5,1502929,1.383849,0.234632,-11.166556,0.009726,0.071945,-0.041035,1.302446,-0.047884,-12.066776,-0.032508,0.140959,-0.046631,0.814029,-1.484405,-12.200851,-0.459381,1.05306,-0.098325,0.320823,0.617704,-12.129025,0.008793,0.006662,-0.012524
1,89.5,1502998,1.096544,0.234632,-10.888829,-0.017187,-0.018519,-0.02598,1.072602,-0.043096,-11.15698,0.011191,-0.065017,-0.030776,0.905008,-1.091756,-11.305421,-0.231156,0.109383,-0.060487,0.110133,0.373495,-11.650186,-0.005063,-0.041435,0.00906
1,89.0,1503067,0.881066,0.100556,-11.176133,0.007194,-0.03091,-0.024248,0.727837,-0.067038,-11.200075,0.001599,-0.006528,-0.032109,0.612916,-1.077391,-11.779472,-0.169337,-0.105919,-0.031176,-0.009577,0.521936,-11.784261,0.014922,-0.034907,0.006395
1,89.0,1503136,1.273715,0.383072,-11.722012,0.043966,0.03011,-0.03424,1.063026,-0.02873,-11.63582,0.001466,0.179729,-0.063818,0.742203,-0.78051,-12.354081,-0.784465,-0.186657,-0.027179,-0.067038,0.311246,-11.923124,0.088865,-0.100456,-0.001865
1,88.5,1503205,0.6608,-0.004788,-12.138602,0.013456,-0.040103,-0.035573,0.469264,-0.292093,-11.018116,-0.056623,-0.020118,-0.031043,-0.143652,-0.770933,-11.856087,0.096193,0.05196,-0.022516,-0.536301,0.272939,-11.257536,-0.078074,0.014256,-0.010925
1,88.5,1503274,0.919373,0.172383,-11.410766,-0.007461,-0.014256,-0.026913,0.751779,-0.033519,-11.736377,0.017453,-0.013723,-0.024115,0.009577,-0.833182,-11.812991,0.258202,-0.312161,-0.038904,0.0,0.454898,-12.143391,-0.073144,0.001066,-0.003198
1,88.5,1503343,0.833182,0.191536,-12.713211,0.006662,-0.036372,-0.03464,0.59855,-0.105345,-11.252748,-0.039969,-0.064484,-0.026113,-0.081403,-0.909797,-11.722012,0.072744,0.460714,-0.047031,-0.440533,0.517148,-11.228806,-0.071145,0.10885,-0.006662
1,88.0,1503412,1.04866,0.009577,-11.137826,0.010658,0.013856,-0.03051,0.948104,-0.258574,-11.353305,-0.013057,0.057956,-0.032908,0.59855,-1.058237,-11.856087,-0.146554,0.225161,-0.025314,0.062249,0.335188,-12.492945,-0.009859,-0.015455,-0.000933
1,87.5,1503481,1.197101,0.134075,-11.123461,-0.019718,0.017453,-0.023848,1.144428,-0.143652,-11.889606,0.050228,0.104587,-0.056623,0.938527,-0.890643,-12.928689,-0.801919,-0.598874,-0.018119,0.201113,0.368707,-11.947066,0.208374,0.01732,0.016787
1,87.5,1503550,0.943315,0.129287,-11.693281,0.005862,-0.006928,-0.029044,0.905008,-0.158017,-11.3964,-0.016254,0.021717,-0.034507,0.263362,-0.158017,-11.568783,-0.25647,-0.045565,-0.015055,-0.052672,0.191536,-11.999739,0.027312,-0.001199,-0.001066
1,87.5,1503619,0.483629,0.196325,-10.371682,0.033308,0.018386,-0.028778,0.56982,-0.134075,-10.544065,-0.026779,0.025181,-0.03504,0.258574,-0.11971,-10.989386,-0.133764,-0.020118,-0.016387,0.407014,0.086191,-11.358093,-0.006928,-0.065283,-0.007194
1,87.0,1503688,1.077391,0.186748,-11.650186,-0.010126,0.009459,-0.032642,0.962469,-0.086191,-11.7268,0.005596,0.027179,-0.034107,0.363919,-0.033519,-12.028469,-0.061153,-0.031443,-0.018919,0.014365,0.148441,-12.310986,-0.027179,-0.014655,-0.003997
1,87.0,1503757,0.876278,0.248997,-13.790602,-0.016521,0.010925,-0.033308,0.742203,-0.033519,-12.325351,-0.02638,-0.034374,-0.032775,-0.081403,0.23942,-12.660539,-0.06968,0.071145,-0.019851,-0.416591,0.282516,-10.591949,0.018652,0.118709,-0.001332
1,86.5,1503826,0.924162,-0.009577,-11.334151,0.011191,-0.014922,-0.028911,0.761356,-0.225055,-10.994174,-0.024248,0.007461,-0.033175,0.057461,-0.033519,-11.48738,-0.055291,-0.009593,-0.019319,-0.11971,0.201113,-11.501745,-0.023982,-0.007861,-0.004263
1,86.5,1503895,1.321599,0.105345,-11.836933,-0.066349,0.027179,-0.037172,0.991199,-0.062249,-12.933477,0.050495,0.015055,-0.035306,0.47884,0.129287,-13.10586,-0.011191,-0.075542,-0.018919,-0.138864,0.402226,-13.129802,-0.045032,-0.031975,-0.006928
1,86.0,1503964,1.120486,0.201113,-12.028469,-0.007194,0.002531,-0.033308,0.986411,-0.21069,-11.36767,-0.022116,-0.004397,-0.032642,0.316035,0.009577,-11.803414,-0.055691,0.010925,-0.019851,-0.086191,0.143652,-11.252748,-0.016521,0.022649,-0.002798
1,86.0,1504033,1.446098,0.014365,-10.893618,-0.053825,0.028778,-0.035972,1.120486,-0.124498,-12.708423,0.071012,0.043167,-0.035972,0.574608,0.043096,-13.043611,0.003597,-0.106319,-0.020251,-0.09098,0.378284,-13.350069,-0.059954,-0.080738,-0.007461
1,85.5,1504102,1.067814,0.181959,-12.061988,-0.010525,0.000133,-0.033441,0.962469,-0.162806,-11.674128,-0.006662,-0.003464,-0.03424,0.354342,0.02873,-11.923124,-0.050361,0.001199,-0.019851,-0.124498,0.134075,-11.592725,-0.015188,0.015855,-0.002931
1,85.5,1504171,0.368707,0.225055,-12.435484,0.010392,-0.01732,-0.030776,0.301669,0.038307,-10.979809,-0.061286,-0.041701,-0.036106,-0.296881,0.325611,-11.664551,-0.087133,0.064351,-0.020251,-0.502782,0.268151,-9.888053,0.038237,0.098724,-0.004663
1,85.0,1504240,0.852336,0.229843,-11.69807,0.008527,-0.022383,-0.031975,0.78051,-0.105345,-11.190498,-0.024115,0.005729,-0.032908,0.191536,0.062249,-11.664551,-0.055957,0.015855,-0.020251,-0.057461,0.172383,-11.334151,-0.019052,0.014922,-0.002531
1,85.0,1504309,0.440533,0.158017,-12.330139,0.004397,-0.001998,-0.032375,0.258574,-0.081403,-11.291056,-0.038371,-0.015188,-0.036106,-0.301669,0.220267,-11.932701,-0.073011,0.032508,-0.020651,-0.531513,0.277727,-10.697293,0.009726,0.053026,-0.005329
1,85.0,1504378,0.775721,0.158017,-11.793838,-0.002665,-0.013323,-0.033308,0.727837,-0.148441,-11.319786,-0.018386,0.002132,-0.033441,0.100556,0.023942,-11.779472,-0.049962,0.00413,-0.019185,-0.129287,0.11971,-11.401189,-0.019585,0.010658,-0.003198
1,85.0,1504447,0.90022,0.162806,-11.439496,0.002931,-0.020784,-0.031176,0.814029,-0.052672,-11.362882,-0.011724,0.004796,-0.032908,0.244209,0.043096,-11.693281,-0.050361,-0.005729,-0.019718,0.100556,0.201113,-11.511322,-0.023582,-0.009459,-0.005729
1,85.0,1504516,1.134852,0.177171,-11.405977,0.001466,0.001865,-0.03091,0.995988,-0.114922,-11.348516,-0.00906,0.018253,-0.033841,0.474052,0.014365,-11.525687,-0.048629,-0.008127,-0.019052,0.114922,0.158017,-11.583148,-0.023848,-0.015855,-0.005329
1,95.0,1504585,1.091756,0.129287,-11.568783,-0.001332,0.007328,-0.033574,1.043872,-0.186748,-11.21444,-0.012257,0.018652,-0.035839,0.354342,0.076614,-11.631032,-0.039303,-0.009459,-0.018652,0.014365,0.162806,-11.654974,-0.027579,-0.00373,-0.001466
1,95.0,1504654,1.072602,0.105345,-11.563994,0.001066,-0.011858,-0.031709,0.871489,-0.100556,-11.439496,-0.008127,0.007328,-0.032109,0.205901,-0.014365,-11.827356,-0.041568,-0.016121,-0.019319,0.014365,0.114922,-11.822568,-0.028911,-0.009326,-0.004263
1,95.0,1504723,0.967257,0.162806,-11.650186,0.005729,-0.00493,-0.030377,0.732626,-0.100556,-11.353305,-0.014922,0.016254,-0.036239,0.177171,0.100556,-11.765107,-0.050495,-0.003198,-0.019585,-0.114922,0.244209,-11.611878,-0.026247,-0.00493,-0.003864
1,95.0,1504792,0.828394,0.162806,-11.75553,-0.005462,0.008793,-0.033441,0.861913,-0.138864,-11.291056,-0.014922,0.004796,-0.033041,0.253785,0.11971,-11.798626,-0.045299,-0.001466,-0.017986,0.019154,0.186748,-11.506534,-0.022383,0.001599,-0.002132
1,95.0,1504861,0.881066,0.129287,-11.520899,-0.002132,-0.016387,-0.031309,0.938527,-0.086191,-11.444284,-0.009859,0.005329,-0.031043,0.316035,-0.023942,-11.674128,-0.048096,-0.005729,-0.017453,0.153229,0.081403,-11.563994,-0.024248,-0.008127,-0.005462
1,95.0,1504930,1.11091,0.196325,-11.444284,0.002531,0.004397,-0.031842,0.986411,-0.129287,-11.358093,-0.00866,0.018519,-0.03544,0.464475,0.004788,-11.482592,-0.049828,-0.001998,-0.019718,0.148441,0.11971,-11.482592,-0.025714,-0.007461,-0.005196
1,95.0,1504999,1.091756,0.114922,-11.568783,-0.00453,0.00493,-0.033041,1.053449,-0.205901,-11.180922,-0.011991,0.015322,-0.034374,0.426168,0.038307,-11.563994,-0.039303,-0.009326,-0.019718,0.062249,0.114922,-11.592725,-0.027446,-0.003864,-0.003464
1,95.0,1505068,0.976834,0.067038,-11.554418,0.00453,-0.017986,-0.03091,0.837971,-0.158017,-11.291056,-0.015588,0.00373,-0.032375,0.095768,0.033519,-11.774684,-0.045165,-0.013057,-0.018786,-0.114922,0.205901,-11.784261,-0.026779,-0.008527,-0.004663
1,95.0,1505137,0.440533,0.129287,-11.63582,0.026646,-0.018386,-0.031176,0.339977,-0.11971,-10.94629,-0.043833,0.0,-0.034107,-0.138864,0.162806,-11.473015,-0.063551,0.021184,-0.017986,-0.172383,0.225055,-11.046846,-0.024648,0.007461,-0.005196
1,95.0,1505206,1.034295,0.162806,-11.559206,-0.00373,0.004663,-0.032242,0.943315,-0.100556,-11.501745,-0.005196,0.015455,-0.034507,0.378284,0.043096,-11.779472,-0.045698,-0.008527,-0.018919,0.095768,0.138864,-11.865664,-0.024115,-0.009193,-0.005196
2,95.0,1505275,0.957681,0.162806,-11.602302,0.001332,-0.005063,-0.031576,0.876278,-0.114922,-11.33894,-0.012124,0.009459,-0.033574,0.263362,0.086191,-11.69807,-0.046498,-0.003198,-0.019319,0.019154,0.177171,-11.587936,-0.025847,-0.004397,-0.00413
2,95.0,1505344,0.938527,0.134075,-11.554418,0.000533,-0.004263,-0.031975,0.861913,-0.114922,-11.329363,-0.011458,0.013057,-0.032908,0.244209,0.071826,-11.707646,-0.045165,-0.006528,-0.019452,-0.009577,0.167594,-11.678916,-0.026247,-0.007328,-0.003597
2,95.0,1505413,2.288857,0.536301,-11.496957,0.011325,-0.018919,-0.036905,2.303222,0.191536,-11.022904,-0.027179,0.017853,-0.035573,2.011129,0.248997,-12.172121,-0.053692,-0.003864,-0.020651,1.862689,0.229843,-11.884817,-0.018519,-0.020784,-0.010259
2,95.0,1505482,0.962469,0.244209,-11.621455,-0.001998,-0.011325,-0.027579,0.775721,-0.019154,-11.247959,-0.016387,0.014389,-0.028112,0.258574,0.124498,-11.650186,-0.045432,-0.001599,-0.012657,0.23942,0.292093,-11.645397,-0.025714,0.001066,-0.000933
2,95.0,1505551,0.814029,-0.009577,-11.654974,-0.012391,-0.008527,-0.031443,0.531513,-0.258574,-11.362882,-0.008527,0.012524,-0.03424,0.158017,-0.019154,-11.501745,-0.054625,-0.002531,-0.017453,0.004788,0.162806,-11.463438,-0.019585,0.003997,-0.005995
2,95.0,1505620,1.053449,0.181959,-11.707646,0.000933,-0.005995,-0.027312,0.56982,-0.100556,-11.386824,-0.009593,0.012524,-0.029311,-0.004788,0.057461,-11.985373,-0.037971,-0.010525,-0.014123,-0.282516,0.177171,-11.798626,-0.029044,-0.003331,-0.000133
