compression_number,z_value,ms,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4
1,95.0,989394,0.363919,0.35913,-11.717223,0.00453,-0.031975,-0.031975,0.186748,-0.402226,-11.204864,-0.015855,0.000799,-0.033841,-0.363919,-0.268151,-11.573571,-0.05236,-0.01359,-0.019585,-0.579397,0.268151,-11.224017,-0.02598,0.015721,-0.002931
1,95.0,989463,0.440533,0.378284,-11.602302,-0.005995,-0.006662,-0.031576,0.311246,-0.402226,-11.382035,-0.009726,0.027579,-0.033441,-0.368707,-0.339977,-11.449073,-0.05609,-0.016521,-0.018386,-0.608127,0.23942,-11.60709,-0.021051,-0.022783,-0.003064
1,95.0,989532,0.459687,0.387861,-11.405977,-0.00493,0.017054,-0.031309,0.220267,-0.378284,-11.291056,-0.02185,0.026247,-0.032908,-0.407014,-0.373495,-11.60709,-0.03877,-0.017853,-0.019185,-0.617704,0.225055,-11.980585,-0.024515,-0.046498,-0.003864
1,95.0,989601,0.378284,0.368707,-11.473015,0.015855,0.01692,-0.032775,0.143652,-0.387861,-11.295844,-0.014655,0.001865,-0.034773,-0.430956,-0.3304,-11.93749,-0.020917,0.005596,-0.022383,-0.617704,0.263362,-11.760319,-0.029844,-0.005462,-0.004796
1,95.0,989670,0.277727,0.349553,-11.549629,0.011458,-0.0004,-0.033974,0.148441,-0.42138,-11.444284,0.001066,-0.014389,-0.03424,-0.483629,-0.234632,-12.052411,-0.037704,0.028112,-0.021983,-0.651223,0.339977,-11.573571,-0.033308,0.035972,-0.00413
1,95.0,989739,0.282516,0.363919,-11.664551,-0.007461,-0.015188,-0.033974,0.177171,-0.42138,-11.314998,-0.011325,-0.004397,-0.032109,-0.464475,-0.244209,-11.822568,-0.054225,0.003597,-0.019585,-0.59855,0.3304,-11.51611,-0.030377,0.018919,-0.002265
1,95.0,989808,0.397437,0.354342,-11.712435,-0.002931,-0.034374,-0.032642,0.215478,-0.387861,-11.18571,-0.019585,0.014522,-0.03464,-0.363919,-0.306458,-11.506534,-0.055025,-0.027312,-0.018919,-0.588974,0.272939,-11.334151,-0.025047,0.003331,-0.004663
1,95.0,989877,0.521936,0.392649,-11.401189,-0.00453,-0.006528,-0.03011,0.234632,-0.363919,-11.27669,-0.022916,0.047963,-0.033708,-0.474052,-0.416591,-11.540052,-0.046098,-0.031709,-0.019052,-0.675165,0.177171,-12.119449,-0.024115,-0.051694,-0.004397
1,95.0,989946,0.392649,0.402226,-11.48738,0.00373,0.006662,-0.032242,0.225055,-0.35913,-11.300632,-0.012657,0.014256,-0.033308,-0.402226,-0.272939,-11.789049,-0.041835,-0.003331,-0.020118,-0.608127,0.306458,-11.631032,-0.025847,-0.004263,-0.003597
2,95.0,990015,0.387861,0.383072,-11.583148,0.000133,-0.007328,-0.031975,0.220267,-0.392649,-11.305421,-0.011591,0.010392,-0.032375,-0.42138,-0.316035,-11.631032,-0.046231,-0.007328,-0.019052,-0.612916,0.248997,-11.597513,-0.02638,-0.006662,-0.00493
2,95.0,990084,0.373495,0.35913,-11.583148,0.0004,-0.001599,-0.032775,0.225055,-0.397437,-11.314998,-0.012923,0.013723,-0.034107,-0.42138,-0.316035,-11.683704,-0.044366,-0.005729,-0.020917,-0.612916,0.23942,-11.602302,-0.026646,-0.006662,-0.00453
2,95.0,990153,0.282516,0.574608,-11.334151,-0.004663,-0.058489,-0.034374,0.268151,-0.181959,-11.889606,-0.031975,-0.028645,-0.027446,0.052672,0.0,-11.63582,-0.020784,-0.024781,-0.014522,0.167594,0.555455,-11.118672,-0.032375,-0.046631,-0.003064
